Date,Open,High,Low,Close,Adjclose,Volume,Ticler
2000-01-04,69.64903259277344,69.64903259277344,68.47518157958984,69.64903259277344,34.216957092285156,200662336736.0,2330.TW
2000-01-05,69.64903259277344,71.21404266357422,68.86634063720703,71.21404266357422,34.98580551147461,402466805912.0,2330.TW
2000-01-06,70.82288360595703,71.21404266357422,69.64903259277344,69.64903259277344,34.216957092285156,197545715802.0,2330.TW
2000-01-07,67.30133056640625,68.47518157958984,66.51863861083984,67.69248962402344,33.2557487487793,235270344752.0,2330.TW
2000-01-10,69.64903259277344,70.43135070800781,68.47518157958984,70.04019165039062,34.40912628173828,276171685539.0,2330.TW
2000-01-11,70.82288360595703,71.6052017211914,68.47518157958984,68.86634063720703,33.83243942260742,277769544650.0,2330.TW
2000-01-12,69.25749969482422,70.82288360595703,68.86634063720703,70.82288360595703,34.79364013671875,216246806621.0,2330.TW
2000-01-13,70.82288360595703,70.82288360595703,69.64903259277344,69.64903259277344,34.216957092285156,147490954216.0,2330.TW
2000-01-14,70.43135070800781,72.38789367675781,70.04019165039062,71.21404266357422,34.98580551147461,288318964353.0,2330.TW
2000-01-17,74.34442901611328,74.34442901611328,73.17057800292969,73.17057800292969,35.94700241088867,155256940719.0,2330.TW
2000-01-18,73.17057800292969,73.17057800292969,71.6052017211914,71.99673461914062,35.37033462524414,131648031590.0,2330.TW
2000-01-19,71.99673461914062,73.17057800292969,71.6052017211914,71.99673461914062,35.37033462524414,134848688061.0,2330.TW
2000-01-20,71.99673461914062,71.99673461914062,70.82288360595703,71.21404266357422,34.98580551147461,125758120596.0,2330.TW
2000-01-21,71.21404266357422,72.77904510498047,71.21404266357422,72.77904510498047,35.75466537475586,113397441219.0,2330.TW
2000-01-24,73.56173706054688,74.73558807373047,73.17057800292969,73.56173706054688,36.13917922973633,175113122879.0,2330.TW
2000-01-25,75.51828002929688,75.51828002929688,74.34442901611328,75.51828002929688,37.100379943847656,223692148326.0,2330.TW
2000-01-26,77.86598205566406,80.6048355102539,77.86598205566406,80.6048355102539,39.59929275512695,357880999032.0,2330.TW
2000-01-27,81.38752746582031,82.5613784790039,79.82251739501953,81.38752746582031,39.98380661010742,287927232252.0,2330.TW
2000-01-28,78.6482925415039,79.82251739501953,78.6482925415039,79.82251739501953,39.2149658203125,197904810671.0,2330.TW
2000-01-31,77.47444915771484,79.82251739501953,77.08329010009766,79.43098449707031,39.022613525390625,168059342623.0,2330.TW
2000-02-01,80.21367645263672,80.21367645263672,78.6482925415039,79.03982543945312,38.83042907714844,153081850577.0,2330.TW
2000-02-02,79.03982543945312,79.03982543945312,79.03982543945312,79.03982543945312,38.83042907714844,0.0,2330.TW
2000-02-03,79.03982543945312,79.03982543945312,79.03982543945312,79.03982543945312,38.83042907714844,0.0,2330.TW
2000-02-04,79.03982543945312,79.03982543945312,79.03982543945312,79.03982543945312,38.83042907714844,0.0,2330.TW
2000-02-07,79.03982543945312,79.03982543945312,79.03982543945312,79.03982543945312,38.83042907714844,0.0,2330.TW
2000-02-08,79.03982543945312,79.03982543945312,79.03982543945312,79.03982543945312,38.83042907714844,0.0,2330.TW
2000-02-09,83.7352294921875,83.7352294921875,80.99636840820312,82.5613784790039,40.560489654541016,252580321587.0,2330.TW
2000-02-10,81.7786865234375,84.12638854980469,80.99636840820312,83.7352294921875,41.137176513671875,177540543615.0,2330.TW
2000-02-11,84.9090805053711,86.86561584472656,84.12638854980469,85.6917724609375,42.09838104248047,215027859365.0,2330.TW
2000-02-14,85.30023193359375,85.30023193359375,83.7352294921875,83.7352294921875,41.137176513671875,140301270822.0,2330.TW
2000-02-15,83.7352294921875,84.9090805053711,82.9525375366211,84.12638854980469,41.32933807373047,105105248690.0,2330.TW
2000-02-16,84.12638854980469,84.51754760742188,83.34407043457031,83.34407043457031,40.945011138916016,79352313450.0,2330.TW
2000-02-17,82.5613784790039,83.34407043457031,82.17021942138672,82.5613784790039,40.560489654541016,116400258474.0,2330.TW
2000-02-18,82.9525375366211,83.7352294921875,80.99636840820312,81.38752746582031,39.98380661010742,121805090619.0,2330.TW
2000-02-21,79.43098449707031,79.43098449707031,76.30059814453125,76.30059814453125,37.48471450805664,153903007581.0,2330.TW
2000-02-22,75.12674713134766,77.47444915771484,74.34442901611328,76.30059814453125,37.48471450805664,168143612807.0,2330.TW
2000-02-23,76.30059814453125,76.30059814453125,75.51828002929688,75.90943908691406,37.29254913330078,73892584628.0,2330.TW
2000-02-24,76.30059814453125,77.08329010009766,75.90943908691406,76.30059814453125,37.48471450805664,83371097848.0,2330.TW
2000-02-25,76.30059814453125,78.25714111328125,76.30059814453125,77.86598205566406,38.253746032714844,165796729239.0,2330.TW
2000-02-28,77.86598205566406,77.86598205566406,77.86598205566406,77.86598205566406,38.253746032714844,0.0,2330.TW
2000-02-29,78.25714111328125,79.43098449707031,78.25714111328125,78.6482925415039,38.63807678222656,98749286567.0,2330.TW
2000-03-01,80.21367645263672,80.6048355102539,79.82251739501953,80.6048355102539,39.59929275512695,90504908649.0,2330.TW
